filepath,label,original_split
largeFaceShape_dataset\train\heart\heart-255-_jpg.rf.f28af34ccd97bcbbb86917a5ec993ec8.jpg,heart,train
largeFaceShape_dataset\train\oval\ovale-404_jpg.rf.7dc11582e669a89caa115895f1d80285.jpg,oval,train
largeFaceShape_dataset\train\round\round-48-_jpg.rf.c2464459cd52c6874985cffec57ac96c.jpg,round,train
largeFaceShape_dataset\train\round\round-439_jpg.rf.2ab4f13e1f686ad6a793907ad062c68a.jpg,round,train
largeFaceShape_dataset\train\oval\oval-450-_jpg.rf.63e5f957dc5cee57c2e6cff422985126.jpg,oval,train
largeFaceShape_dataset\test\heart\heart-135-_jpg.rf.e43bde0b1ef1fa6c3480b459347b5e9d.jpg,heart,test
largeFaceShape_dataset\train\heart\heart-681-_jpg.rf.e7d2258aed9bd249e99765a3583c8220.jpg,heart,train
largeFaceShape_dataset\test\square\square-t82_jpg.rf.5effffb67f2f7b914e226de9af877b60.jpg,square,test
largeFaceShape_dataset\train\oval\oval-220-_jpg.rf.feb9a516f3a75238e64a3814008324f3.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-287-_jpg.rf.c4598735939eb7b0ccad0094a9e06e68.jpg,long,train
largeFaceShape_dataset\train\long\65_jpg.rf.788e8eeddeba5ae6dfe01a248c62bc04.jpg,long,train
largeFaceShape_dataset\train\square\square-268_jpg.rf.9af3de2f0145fd8a005a29a73b1b0b5f.jpg,square,train
largeFaceShape_dataset\test\square\106_jpg.rf.609906dec23665a3a8d2fae6ce259415.jpg,square,test
largeFaceShape_dataset\train\round\round-803-_jpg.rf.8cf4a2383e874bb664d0c68b773b48c5.jpg,round,train
largeFaceShape_dataset\train\round\round-634-_jpg.rf.f8bd20df0d3d9ce2b5b5466483adf632.jpg,round,train
largeFaceShape_dataset\test\square\square-t26_jpg.rf.ee1e16c2776d869c779baa0b51be9770.jpg,square,test
largeFaceShape_dataset\train\long\oblong-794-_jpg.rf.f264b63f2c2fc2ab3b752302b958f089.jpg,long,train
largeFaceShape_dataset\train\oval\oval-980-_jpg.rf.038c3d18c0a39e63884e29170fe79b48.jpg,oval,train
largeFaceShape_dataset\test\heart\heart-942-_jpg.rf.cf7e9979eaedbb1f06d3ba8aa633efee.jpg,heart,test
largeFaceShape_dataset\train\heart\heart-532-_jpg.rf.b4923913bf16f1b682dcca514033ee21.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-303-_jpg.rf.067d92647801322d7bc04e1dc7065c73.jpg,long,train
largeFaceShape_dataset\train\heart\heart-981-_jpg.rf.e33fe96ef47209330e04c6fa67cd3b16.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-330-_jpg.rf.239446e4a94591f896e1aa505d742528.jpg,long,train
largeFaceShape_dataset\train\square\square-810-_jpg.rf.bf40a2d07f7d98f9a90770f13cd50f3e.jpg,square,train
largeFaceShape_dataset\train\square\square-740-_jpg.rf.edffa06dd84957a6355b276f11680725.jpg,square,train
largeFaceShape_dataset\train\heart\heart-937-_jpg.rf.5403eddfc7953f2a9d3585889e67911b.jpg,heart,train
largeFaceShape_dataset\train\square\sqaure-224_jpg.rf.17939cdf84b85d96a897b00a876aea50.jpg,square,train
largeFaceShape_dataset\test\square\square-t4_jpg.rf.ad245774f7238428d3b084a42f3b5651.jpg,square,test
largeFaceShape_dataset\train\long\oblong-345-_jpg.rf.e072de7c829b06119e41a9d1069e64ec.jpg,long,train
largeFaceShape_dataset\train\heart\heart-528-_jpg.rf.0aa09d760d7943460f644dd3bd1912ac.jpg,heart,train
largeFaceShape_dataset\train\round\round-403_jpg.rf.f4f997bcb4ae680e42239e1223fecbb8.jpg,round,train
largeFaceShape_dataset\train\round\round-541_jpg.rf.ec4bbf3c465c618cbd4c43b87b927bef.jpg,round,train
largeFaceShape_dataset\train\square\image-square-166_jpg.rf.f3557b5aaf449249d63488519de5a3ea.jpg,square,train
largeFaceShape_dataset\train\round\round-383-_jpg.rf.0ec740484d5ca545e24468b1f6330187.jpg,round,train
largeFaceShape_dataset\train\long\oblong-803-_jpg.rf.0cb1b4b118fe981c89307584d2b0b493.jpg,long,train
largeFaceShape_dataset\train\square\square-900-_jpg.rf.b9ad88e8dba4d9fca0f58574e7bca046.jpg,square,train
largeFaceShape_dataset\train\square\image-square-89_jpg.rf.48144edb7442b0a2c7728d53d53a87fa.jpg,square,train
largeFaceShape_dataset\train\round\round-718-_jpg.rf.2a7c6bd9241c4054b4a95128ef9c8d16.jpg,round,train
largeFaceShape_dataset\train\long\oblong-449-_jpg.rf.4741454e36907b7dd98b41069d17ac5b.jpg,long,train
largeFaceShape_dataset\train\heart\heart-207-_jpg.rf.ebcad9382d471f55389008a9424440ec.jpg,heart,train
largeFaceShape_dataset\train\round\image-round-54_jpg.rf.e29b828bf9d3100ed419cda07e832b3f.jpg,round,train
largeFaceShape_dataset\train\heart\heart-945-_jpg.rf.b8333e3952c1c68326f1a4f10ba7a311.jpg,heart,train
largeFaceShape_dataset\train\square\square-400-_jpg.rf.f9f23a1b7bc367b93fb7b1bc9e011a90.jpg,square,train
largeFaceShape_dataset\train\long\39_jpg.rf.684778cd24a47424fdc80e0f1c81e2e6.jpg,long,train
largeFaceShape_dataset\train\round\round-843-_jpg.rf.336bc03e0097f825d89668d662d4bafa.jpg,round,train
largeFaceShape_dataset\train\square\square-106-_jpg.rf.aed37277f28fe7965cd43810caf76500.jpg,square,train
largeFaceShape_dataset\train\oval\oval-112-_jpg.rf.fa52e92c51a27957cd3aae98d123ef68.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-611-_jpg.rf.3dd6a04a462e632177d5caf8f61a27a0.jpg,long,train
largeFaceShape_dataset\train\heart\heart-409-_jpg.rf.48fd07a2371751b86799376a33638533.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-616-_jpg.rf.c534a9a3e5a4d26147ccd7f9acfaeef5.jpg,long,train
largeFaceShape_dataset\train\square\square-787-_jpg.rf.5ef0dd08c75db050e48de3c0538290a6.jpg,square,train
largeFaceShape_dataset\train\oval\oval-430-_jpg.rf.a6d27d6b5cb377e3507413b3a553cb00.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-83-_jpg.rf.e0ac63523c92ab126ba8a5fb8cc9d60e.jpg,oval,train
largeFaceShape_dataset\train\square\117_jpg.rf.99f072bd62d4238f32a1bea5dc75a49a.jpg,square,train
largeFaceShape_dataset\train\square\square-236_jpg.rf.38179e18b4bb0c9c4d13acc114aff68f.jpg,square,train
largeFaceShape_dataset\train\long\oblong-91-_jpg.rf.d77402e5de6cf11fbcced4ef847f7400.jpg,long,train
largeFaceShape_dataset\train\heart\heart-278-_jpg.rf.540d5242a2f6e63e517e2e583e69e4f9.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-272-_jpg.rf.3907ecf7382d0f5037b07240f658863f.jpg,oval,train
largeFaceShape_dataset\train\round\round-664-_jpg.rf.dc9c3068652a37bc4658938b59d47e7b.jpg,round,train
largeFaceShape_dataset\train\square\square-608-_jpg.rf.02801d4eddc0862be0fac6e835c85166.jpg,square,train
largeFaceShape_dataset\train\round\round-74-_jpg.rf.13083ff68bcd06a9767e5c5606f1fc2b.jpg,round,train
largeFaceShape_dataset\train\oval\oval-153-_jpg.rf.3e1fdd318f092b8d3ad519d6e5bbfd63.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-851-_jpg.rf.8034dcc69dad4f2816e6a0746f193973.jpg,long,train
largeFaceShape_dataset\test\square\square-156-_jpg.rf.c3b4cb5f5bc371ad23c0148bb49a1a19.jpg,square,test
largeFaceShape_dataset\train\heart\heart-622-_jpg.rf.361475932d39c2b568252f6e2955397f.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-794-_jpg.rf.753c8c8471f8db4b592aaf9757ea8038.jpg,long,train
largeFaceShape_dataset\train\heart\heart-107-_jpg.rf.1d7e65bfea79a55cd16697e2f256e7ff.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-995-_jpg.rf.d90ae47e3ab5cc78e5e8a83d45533169.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-70-_jpg.rf.9002ba5bd266e68d9c38e8b064dd3553.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-1-_jpg.rf.417e2148517a175d4bbbfc966c1b2769.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-59-_jpg.rf.a40353d72ac64ab75cf4d79d728779f5.jpg,long,train
largeFaceShape_dataset\train\round\round-246-_jpg.rf.ab098503f4447478f14d5a1d22fa05b6.jpg,round,train
largeFaceShape_dataset\train\long\oblong-582-_jpg.rf.6ab222347277d73f4c4b599d655838e8.jpg,long,train
largeFaceShape_dataset\train\oval\oval-585-_jpg.rf.9c6e59af5273108d7e630dbc29ba37a7.jpg,oval,train
largeFaceShape_dataset\train\square\square-389-_jpg.rf.f5a7924cfc10963ac9853686d2e78a7e.jpg,square,train
largeFaceShape_dataset\train\oval\oval-823-_jpg.rf.1bf52f1eb6140f075a87717a8e3b3d0e.jpg,oval,train
largeFaceShape_dataset\train\round\round-289-_jpg.rf.e23063e4584cb36b665a270466e88c86.jpg,round,train
largeFaceShape_dataset\train\long\oblong-47-_jpg.rf.84ced57f94ee530d4fcf7829c38a51f5.jpg,long,train
largeFaceShape_dataset\test\round\round-421-_jpg.rf.7463f58e6fe8d61299b56414ea7b6da4.jpg,round,test
largeFaceShape_dataset\train\long\oblong-931-_jpg.rf.298601af5812cff265cc7f66cbc7f314.jpg,long,train
largeFaceShape_dataset\train\square\square-727-_jpg.rf.6d7ef626ce7f9aad6aea9e4bce3f7b47.jpg,square,train
largeFaceShape_dataset\train\oval\oval-998-_jpg.rf.16b7b09221cbf8aae26271e5544e722a.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-66-_jpg.rf.565d280dbd5236aa34054a13fb95fe13.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-314-_jpg.rf.b2ab4b077e902585d1f3a80ac1cb1f74.jpg,heart,train
largeFaceShape_dataset\train\square\image-sqaure-177_jpg.rf.e574edb2c58849f94fdb7b92f036b933.jpg,square,train
largeFaceShape_dataset\train\long\oblong-456-_jpg.rf.14bfcd34dafb8c214cffb2500eb486dd.jpg,long,train
largeFaceShape_dataset\train\round\round-533-_jpg.rf.56dbbe86c438b8152a1c4f6345adf73a.jpg,round,train
largeFaceShape_dataset\train\long\oblong-437-_jpg.rf.927df1a3a982e16367378d8851f5fce5.jpg,long,train
largeFaceShape_dataset\train\square\square-906-_jpg.rf.9cc04c1789ab6116f732c3f7b05005a9.jpg,square,train
largeFaceShape_dataset\train\oval\oval-905-_jpg.rf.f8f64b6fee3bb4c580962fe294b64467.jpg,oval,train
largeFaceShape_dataset\test\oval\oval-554-_jpg.rf.d73f17cfd7ddf164e8135d9351246ff2.jpg,oval,test
largeFaceShape_dataset\train\square\square-152_jpg.rf.eb65c5a594ba6f1da3bfb0232581369a.jpg,square,train
largeFaceShape_dataset\train\round\round-535-_jpg.rf.5c8fe8c47174b34ef827150b92a83c46.jpg,round,train
largeFaceShape_dataset\train\square\square-611-_jpg.rf.0fd089bd91191306c694b2b809fbcc75.jpg,square,train
largeFaceShape_dataset\train\oval\oval-235-_jpg.rf.a70ced2cc43b72c9771336849fa6f4a5.jpg,oval,train
largeFaceShape_dataset\train\square\square-307-_jpg.rf.91392bba2e57fbfc72fe2e19b94ee660.jpg,square,train
largeFaceShape_dataset\train\round\round-832-_jpg.rf.44f12a2efc6f17c650ad66510091e8dc.jpg,round,train
largeFaceShape_dataset\test\long\8_jpg.rf.89387138a6f299dbd62f053c291bb8db.jpg,long,test
largeFaceShape_dataset\train\round\round-440-_jpg.rf.de171299758de403e944e80563e7b7d6.jpg,round,train
largeFaceShape_dataset\train\square\image-squrare-133_jpg.rf.3d723e6fc303a232432d35823f565961.jpg,square,train
largeFaceShape_dataset\test\long\oblong-897-_jpg.rf.b217f9bd951bf33fd27f45b3a942d8ac.jpg,long,test
largeFaceShape_dataset\train\oval\oval-212-_jpg.rf.baab20aca0fd23b0323ad79221bb5fd6.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-241-_jpg.rf.eeb8dd323fef46572fd9a0b3d21b542a.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-545-_jpg.rf.914c2567d907d2599728e1e84b34e0ce.jpg,long,train
largeFaceShape_dataset\train\oval\oval-157-_jpg.rf.bb533fc25e1d65ebdefd99f1bf2fec42.jpg,oval,train
largeFaceShape_dataset\train\oval\ovale-418_jpg.rf.47b8a6c31e52eded9a7834289fd5a506.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-30-_jpg.rf.88816bb80f5b7ef798f2b155e0d873d9.jpg,long,train
largeFaceShape_dataset\train\round\round-537-_jpg.rf.4a5a4f7fe36cbb0f204389daf1e1517d.jpg,round,train
largeFaceShape_dataset\train\long\oblong-980-_jpg.rf.3866f07fa5fc549f81b5cd1d312e4fa1.jpg,long,train
largeFaceShape_dataset\train\square\square-725-_jpg.rf.cfb88c61428ee8495615aa06f5cbe092.jpg,square,train
largeFaceShape_dataset\train\round\round-186-_jpg.rf.e6eeff01486ace9f18818ac3fc5b58ec.jpg,round,train
largeFaceShape_dataset\test\heart\heart-334-_jpg.rf.bca90f8432dfe627b411c85d0dfaa51b.jpg,heart,test
largeFaceShape_dataset\train\long\oblong-248-_jpg.rf.065d4967011e621ff6bbd8362e1fcfc2.jpg,long,train
largeFaceShape_dataset\test\long\oblong-495-_jpg.rf.82f62b2c8e66e3b7a4eb827c5d1ac514.jpg,long,test
largeFaceShape_dataset\train\round\round-552_jpg.rf.e6acf3991b30176ef30111396c6339c2.jpg,round,train
largeFaceShape_dataset\train\square\square-98-_jpg.rf.ff4040c1653801a6ea675de61d5a8c6a.jpg,square,train
largeFaceShape_dataset\train\round\image-round-72_jpg.rf.2a21576c0f29ff8929819394f4a82ac0.jpg,round,train
largeFaceShape_dataset\train\square\square-376-_jpg.rf.c9b6b30c34953d1fc32bbd3969ee468f.jpg,square,train
largeFaceShape_dataset\train\square\square-873-_jpg.rf.3b88cb20f4af539e9bbcdbb0d61d2073.jpg,square,train
largeFaceShape_dataset\train\heart\heart-558-_jpg.rf.a6d23f4ebd4d78b49b285808c9484834.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-112-_jpg.rf.ba08794343a09375645ae7f790e4767e.jpg,long,train
largeFaceShape_dataset\train\round\round-533-_jpg.rf.2069dffc3f67908dde8d051b5a73e46b.jpg,round,train
largeFaceShape_dataset\train\long\oblong-379-_jpg.rf.7dffb51f3552eb303c9121908a1741fa.jpg,long,train
largeFaceShape_dataset\train\square\square-254_jpg.rf.bc30d6fd4962229c1db0d1a99467f593.jpg,square,train
largeFaceShape_dataset\train\heart\heart-40-_jpg.rf.876d8d8fddd29fd6d46846068ccc7833.jpg,heart,train
largeFaceShape_dataset\train\round\round-421_jpg.rf.34d2a423917f60103f5bb94aa35e02f5.jpg,round,train
largeFaceShape_dataset\train\square\square-590-_jpg.rf.b781c20935e074065d46baaeb1cd7c5e.jpg,square,train
largeFaceShape_dataset\train\round\round-527_jpg.rf.abc632b5750dc7215b30af022def03d5.jpg,round,train
largeFaceShape_dataset\test\oval\ovale-t37_jpg.rf.4d3ded7c1eb8ed14d2cb4734c71589cc.jpg,oval,test
largeFaceShape_dataset\train\square\square-346-_jpg.rf.d5cd56fa5d61c36769dc435fffe4e5f5.jpg,square,train
largeFaceShape_dataset\train\square\84_jpg.rf.a14f15a0dfe40ec3e42932230bdd0f54.jpg,square,train
largeFaceShape_dataset\train\long\71_jpg.rf.b101583c0ce28290b58f0e736f33530f.jpg,long,train
largeFaceShape_dataset\train\round\round-104-_jpg.rf.9ac61bdf02ee5453b63b7c769611ace3.jpg,round,train
largeFaceShape_dataset\train\heart\heart-58-_jpg.rf.3020cce0982ce4a1d23b2533032af4ba.jpg,heart,train
largeFaceShape_dataset\train\square\square-392-_jpg.rf.f620257c8c8d2a7bb8ded8a6def4b201.jpg,square,train
largeFaceShape_dataset\train\round\round-503-_jpg.rf.c9656b5f9368580a5a0dadabd5473753.jpg,round,train
largeFaceShape_dataset\train\long\oblong-522-_jpg.rf.6d60d20c4ea48bb2c610c14527b9182b.jpg,long,train
largeFaceShape_dataset\train\round\round-116-_jpg.rf.fc4483c33e01a6d65ad87d0d18228600.jpg,round,train
largeFaceShape_dataset\train\oval\ovale-408_jpg.rf.01f9d7690407a3fb9b609594bbe01322.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-38-_jpg.rf.1b9ab74b3abbd8a4d2aa745e779e3aa0.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-419-_jpg.rf.00f9903016cff2a0859e54439c5f4138.jpg,long,train
largeFaceShape_dataset\train\heart\heart-906-_jpg.rf.993308699e9faa0e28cab3e44642dbd2.jpg,heart,train
largeFaceShape_dataset\train\round\round-174-_jpg.rf.49db061d6b4c330661565f19536d459a.jpg,round,train
largeFaceShape_dataset\train\square\square-931-_jpg.rf.9aef892e947408e86e65ba43d8eaa912.jpg,square,train
largeFaceShape_dataset\train\square\square-792-_jpg.rf.ddca39f5f9743e6af8ea1c9156d5b49d.jpg,square,train
largeFaceShape_dataset\train\long\oblong-201-_jpg.rf.5de2828e4959b9b463fb0ff9b87c8154.jpg,long,train
largeFaceShape_dataset\train\oval\oval-965-_jpg.rf.3b5bcfde4f340cae3e74551e9d81c2a2.jpg,oval,train
largeFaceShape_dataset\train\long\42_jpg.rf.553fcbabc0c7d8a1735a4e3af47c1d40.jpg,long,train
largeFaceShape_dataset\train\oval\oval-878-_jpg.rf.fb37181ca805fe69ce715f7dfbc7c597.jpg,oval,train
largeFaceShape_dataset\train\square\image-square-156_jpg.rf.7e82448542ac6b9356eb81d0844a7fe6.jpg,square,train
largeFaceShape_dataset\test\square\91_jpg.rf.6a4863381bdf305ff44c59f0aa94a557.jpg,square,test
largeFaceShape_dataset\train\square\square-156_jpg.rf.ed1d5c423774e375dc152d520457ec67.jpg,square,train
largeFaceShape_dataset\train\round\round-410_jpg.rf.7a9f4db3a46eb7dd80269b418b0a701d.jpg,round,train
largeFaceShape_dataset\train\round\round-869-_jpg.rf.fa58fcd4ac135276b3c531c658b3443f.jpg,round,train
largeFaceShape_dataset\train\oval\oval-226-_jpg.rf.b12efdbd722f44915cfe96a4fcf1e39e.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-742-_jpg.rf.eb9d5a6dc5d5efc6885e35e72b76c003.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-199-_jpg.rf.77cf53d8cde56fa0be244976ef3c1e4a.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-376-_jpg.rf.23aba9eaeb3577311578c6c8034fec40.jpg,heart,train
largeFaceShape_dataset\test\oval\oval-804-_jpg.rf.a6a52acbeb9cebf334c4e050a88d23ab.jpg,oval,test
largeFaceShape_dataset\train\round\round-651-_jpg.rf.086744ea81cbe912a96e01d38c5b7cdf.jpg,round,train
largeFaceShape_dataset\train\long\49_jpg.rf.134788dab05e2df1706e8f6bb6aba5ee.jpg,long,train
largeFaceShape_dataset\train\square\square-795-_jpg.rf.9f38ced1d8a7260b236525c56bed9893.jpg,square,train
largeFaceShape_dataset\train\heart\heart-467-_jpg.rf.4f24f7afd93685f12f791f64edee81d4.jpg,heart,train
largeFaceShape_dataset\train\square\83_jpg.rf.7199a96db9fd3020eb028642d5e1e307.jpg,square,train
largeFaceShape_dataset\train\long\4_jpg.rf.522956b260877cd3fbce764dd49b7afd.jpg,long,train
largeFaceShape_dataset\train\round\round-134-_jpg.rf.5ade2e6b9808b66c4daa05acc6c98462.jpg,round,train
largeFaceShape_dataset\train\long\oblong-568-_jpg.rf.6ea86cc0f3cd60e97cd365621431cf3b.jpg,long,train
largeFaceShape_dataset\train\square\square-538-_jpg.rf.8459d68bf1d94bfe589e87a6fcf42c0b.jpg,square,train
largeFaceShape_dataset\train\square\square-532-_jpg.rf.48b1382d568236967d533b452505f3e9.jpg,square,train
largeFaceShape_dataset\train\heart\heart-439-_jpg.rf.fc163eb5476da9fe435e2842115b10ca.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-968-_jpg.rf.41070a71c92604cde4a362ae693d4ac3.jpg,oval,train
largeFaceShape_dataset\test\square\square-t70_jpg.rf.e07f7f0aafb3a842cd831797c98922b4.jpg,square,test
largeFaceShape_dataset\train\heart\heart-527-_jpg.rf.be42a0d2ca2bb6b093884d116eb21ce8.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-669-_jpg.rf.b9102f8c1c0eeceb3a9d599adb3068fc.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-153-_jpg.rf.e9bb616dfb66fb4215de1fa4fd1117cd.jpg,heart,train
largeFaceShape_dataset\train\round\round-752-_jpg.rf.2e81e5ca69984a0b66085a8976cb4d29.jpg,round,train
largeFaceShape_dataset\train\oval\oval-726-_jpg.rf.7d3c33372b614e13dd4d08a560bb4ab7.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-966-_jpg.rf.c0a62378f5bfb40c56ac93cf36b6a112.jpg,long,train
largeFaceShape_dataset\train\long\oblong-334-_jpg.rf.9a08b4bd4e1c99c0a6a4d0224330ed52.jpg,long,train
largeFaceShape_dataset\train\long\oblong-355-_jpg.rf.433f05c1c1ebce49b196d8e4f5d64ef4.jpg,long,train
largeFaceShape_dataset\train\round\round-391-_jpg.rf.b0d9504216dfa6e452e5bd79652b2dd9.jpg,round,train
largeFaceShape_dataset\train\square\square-315-_jpg.rf.fe29573154139fc7a065895aa399a9c0.jpg,square,train
largeFaceShape_dataset\train\heart\heart-826-_jpg.rf.21f54e71151997f2aedb2ad4fdf038d8.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-452-_jpg.rf.a60e60e813f26673c43a3915200663ff.jpg,long,train
largeFaceShape_dataset\train\oval\oval-868-_jpg.rf.775697db37dd3079723e1c7451be33ff.jpg,oval,train
largeFaceShape_dataset\train\oval\ovale-423_jpg.rf.70a5dcece449631e1a6e07505fd87213.jpg,oval,train
largeFaceShape_dataset\train\round\round-278-_jpg.rf.60a11921d0ca2153ba3fe0aa8ee867d6.jpg,round,train
largeFaceShape_dataset\train\oval\18_jpg.rf.27bb3fcc51ab69e2d3de60e60566b44e.jpg,oval,train
largeFaceShape_dataset\test\heart\heart-602-_jpg.rf.6b5cbc27c1128741d86862c59682bfed.jpg,heart,test
largeFaceShape_dataset\train\square\114_jpg.rf.79beacc9b608f5ec524d695231b49feb.jpg,square,train
largeFaceShape_dataset\train\round\round-156-_jpg.rf.073bc64139ec06f10571d8ada81b78bb.jpg,round,train
largeFaceShape_dataset\train\round\round-503-_jpg.rf.d350939a6a74ead9d6f4296dd2ac463c.jpg,round,train
largeFaceShape_dataset\train\long\oblong-41-_jpg.rf.f93818bec8852afcaff894309e405119.jpg,long,train
largeFaceShape_dataset\train\long\oblong-414-_jpg.rf.a5691be1310b1b7dcb6e0d2fc3621f53.jpg,long,train
largeFaceShape_dataset\train\heart\heart-148-_jpg.rf.b1286ba69054381eb24c5ae6af24b37e.jpg,heart,train
largeFaceShape_dataset\train\oval\image-ovale-248_jpg.rf.0aafa11dd8922a43435d7d5587300a34.jpg,oval,train
largeFaceShape_dataset\train\square\square-540-_jpg.rf.117bcf8eb9ce3ec064b18e9d25a967ee.jpg,square,train
largeFaceShape_dataset\train\round\round-468_jpg.rf.aa2be5b4841aa401d1ac797d3fa64cdb.jpg,round,train
largeFaceShape_dataset\train\heart\heart-195-_jpg.rf.c44aeb62162047d448738170f157fbd9.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-929-_jpg.rf.27aa02ab352d2658bb06ff77afc96d4a.jpg,oval,train
largeFaceShape_dataset\train\round\round-911-_jpg.rf.b8f022e4bede215e5a427765066502ef.jpg,round,train
largeFaceShape_dataset\test\square\square-154-_jpg.rf.90bbbbac831d78faa59e890a4c3a18f9.jpg,square,test
largeFaceShape_dataset\train\square\square-451-_jpg.rf.7dd7f72aa40978638a96cae70846ce6b.jpg,square,train
largeFaceShape_dataset\train\oval\oval-402-_jpg.rf.e2ba529e3215d06ce313833e7f92a125.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-298-_jpg.rf.b41f905eb2abeb08b8f0a28bbad27160.jpg,heart,train
largeFaceShape_dataset\train\round\round-594-_jpg.rf.9aed888c059d44b2da1167dd42158076.jpg,round,train
largeFaceShape_dataset\train\oval\oval-846-_jpg.rf.a8850d5f3f59908e7c7afb8fdd4d0c15.jpg,oval,train
largeFaceShape_dataset\train\round\images-round-20_jpg.rf.91917c657b4b136ba8cd5a1dad8cfacc.jpg,round,train
largeFaceShape_dataset\train\oval\oval-347-_jpg.rf.e85c35e4a36832c11acb24763fdbc39f.jpg,oval,train
